first_cate_name,next_cate,pair_count,mean_lag_min,median_lag_min,std_lag_min,p25_lag_min,p75_lag_min,p90_lag_min,window_label,window_center_min
K歌,主题乐园,1,1.2290333333333334,1.2290333333333334,0.0,1.2290333333333334,1.2290333333333334,1.2290333333333334,1.2分钟 - 1.2分钟,1.2290333333333334
K歌,丽人,167,6.036849001996008,1.8489,18.765710551643508,0.7059500000000001,4.426933333333333,18.035986666666666,42秒 - 4.4分钟,2.566441666666667
K歌,亲子,25,4.735352666666667,1.0565,11.28782620002248,0.3869166666666667,1.9879,7.514150000000004,23秒 - 2.0分钟,1.1874083333333334
K歌,人文古迹,2,2.988008333333333,2.988008333333333,3.383305601056293,1.7918291666666666,4.1841875,4.901895,1.8分钟 - 4.2分钟,2.988008333333333
K歌,人文街区,1,0.9847666666666667,0.9847666666666667,0.0,0.9847666666666667,0.9847666666666667,0.9847666666666667,59秒 - 59秒,0.9847666666666667
K歌,休闲娱乐,1559,3.4654540945050245,1.0543333333333333,7.396475273625145,0.4257166666666667,2.7745499999999996,8.278470000000004,26秒 - 2.8分钟,1.6001333333333332
K歌,休闲食品,8,5.0872,1.5073666666666667,10.46932500611812,0.8958208333333333,2.1549625,11.494239999999996,54秒 - 2.2分钟,1.5253916666666667
K歌,公园,2,1.8096416666666668,1.8096416666666668,0.8525940014156798,1.5082041666666668,2.111079166666667,2.2919416666666668,1.5分钟 - 2.1分钟,1.8096416666666668
K歌,其他旅游,3,4.530227777777777,1.4099333333333335,6.080093654576871,1.0268583333333334,6.47345,9.51156,1.0分钟 - 6.5分钟,3.7501541666666665
K歌,养车/用车,6,6.187702777777777,5.566166666666668,3.402955209412624,3.5398791666666667,7.093066666666667,9.648074999999999,3.5分钟 - 7.1分钟,5.316472916666667
K歌,动物园类,4,3.0285375,0.4857166666666667,5.208680362169926,0.40869999999999995,3.1055541666666664,7.746411666666669,25秒 - 3.1分钟,1.7571270833333332
K歌,医疗健康,12,11.338619444444445,3.2744916666666666,18.337995354212048,1.5702291666666666,8.267083333333334,35.86550833333334,1.6分钟 - 8.3分钟,4.91865625
K歌,医药健康,28,5.9901333333333335,1.1916416666666667,12.337361924758863,0.4961166666666667,4.213791666666666,16.640286666666682,30秒 - 4.2分钟,2.3549541666666665
K歌,地名,1,3.9968333333333335,3.9968333333333335,0.0,3.9968333333333335,3.9968333333333335,3.9968333333333335,4.0分钟 - 4.0分钟,3.9968333333333335
K歌,宠物,27,4.873987654320988,1.6911999999999998,8.576467106195018,0.8791000000000001,4.45955,12.177563333333351,53秒 - 4.5分钟,2.669325
K歌,家居,2,14.300041666666667,14.300041666666667,16.511120117401184,8.462479166666666,20.137604166666666,23.64014166666667,8.5分钟 - 20.1分钟,14.300041666666665
K歌,展览馆,2,2.5617,2.5617,0.2069701548533029,2.4885249999999997,2.634875,2.67878,2.5分钟 - 2.6分钟,2.5617
K歌,教育培训,40,5.869307916666666,1.0002916666666666,10.466047028952062,0.4344375,6.460575,19.01397666666667,26秒 - 6.5分钟,3.44750625
K歌,数码家电,4,0.622575,0.5682,0.37119324045469804,0.31346666666666667,0.8773083333333334,0.9791733333333335,19秒 - 53秒,0.5953875
K歌,旅游,27,7.362946296296297,4.526116666666667,9.239881056602227,1.1363916666666665,7.5825499999999995,17.586420000000004,1.1分钟 - 7.6分钟,4.359470833333333
K歌,日用百货,12,7.2214680555555555,2.842225,11.989639029602793,1.0774833333333333,3.9430083333333337,23.027398333333338,1.1分钟 - 3.9分钟,2.5102458333333333
K歌,服饰鞋帽,2,6.411683333333333,6.411683333333333,7.998509066069752,3.5837833333333333,9.239583333333334,10.936323333333334,3.6分钟 - 9.2分钟,6.411683333333333
K歌,水上项目/水上体验,1,2.8459833333333333,2.8459833333333333,0.0,2.8459833333333333,2.8459833333333333,2.8459833333333333,2.8分钟 - 2.8分钟,2.8459833333333333
K歌,水果,22,5.202823484848485,1.5176500000000002,8.727604080712732,0.5337541666666666,4.990766666666667,16.94231666666669,32秒 - 5.0分钟,2.7622604166666664
K歌,温泉景区,7,1.7401785714285716,1.5218666666666667,1.6553487933820241,0.71425,1.8895,3.290836666666668,43秒 - 1.9分钟,1.301875
K歌,滑雪景区,8,2.215245833333334,1.2014333333333334,2.8519090297323735,0.6910333333333333,2.1569166666666666,5.229001666666666,41秒 - 2.2分钟,1.423975
K歌,甜点,56,9.87654494047619,3.8555083333333333,12.010346957813072,0.9250125,16.173216666666665,28.934641666666664,56秒 - 16.2分钟,8.549114583333333
K歌,生活服务,25,4.907441333333333,1.34835,7.737324619968541,0.4525666666666667,2.697166666666667,18.476510000000008,27秒 - 2.7分钟,1.5748666666666669
K歌,电影演出赛事,28,7.425673214285714,2.647008333333334,11.71743061812191,0.9619708333333332,5.914654166666667,27.66327666666667,58秒 - 5.9分钟,3.4383125
K歌,结婚,18,6.522802777777778,2.4885,12.041308609962943,0.5687208333333333,5.2753250000000005,15.790460000000024,34秒 - 5.3分钟,2.922022916666667
K歌,美妆日化,2,13.233091666666667,13.233091666666667,11.115588964009309,9.3031375,17.163045833333335,19.521018333333334,9.3分钟 - 17.2分钟,13.233091666666667
K歌,美食,453,6.92186872700515,2.2881666666666667,10.470794949578524,0.7204833333333334,7.832683333333334,20.603223333333336,43秒 - 7.8分钟,4.276583333333334
K歌,自然景观,8,6.326929166666667,1.7168916666666667,9.594794685503398,0.5812041666666666,8.750820833333332,14.901453333333329,35秒 - 8.8分钟,4.666012499999999
K歌,购物,240,4.887520555555556,1.3948666666666667,9.535042521027481,0.4750166666666667,4.074745833333333,13.708628333333332,29秒 - 4.1分钟,2.27488125
K歌,超市便利,124,9.508754032258064,2.751675,14.345233924687284,0.898825,12.903595833333334,23.939821666666667,54秒 - 12.9分钟,6.901210416666667
K歌,运动健身,160,3.4294201041666668,1.3099833333333333,5.375248082257643,0.5252375,3.903383333333333,8.838263333333334,32秒 - 3.9分钟,2.2143104166666667
K歌,酒店,321,4.577351090342679,1.6547333333333334,7.74683248354137,0.8445333333333332,4.476583333333334,12.029283333333332,51秒 - 4.5分钟,2.660558333333334
K歌,酒水茶饮,25,10.564504666666666,7.6093,9.328972999063586,2.7533666666666665,19.45225,22.83815,2.8分钟 - 19.5分钟,11.102808333333332
K歌,非标住宿,6,14.174900000000001,13.246125,11.271685178470678,5.7284541666666655,20.887745833333334,26.3489,5.7分钟 - 20.9分钟,13.3081
K歌,食材,6,5.720619444444445,0.5377583333333333,11.384078912325156,0.38182499999999997,3.2462791666666666,16.442,23秒 - 3.2分钟,1.8140520833333333
K歌,餐饮,1668,5.830908992805756,2.0998416666666664,9.176367013855161,0.6586666666666667,6.367758333333333,16.328309999999995,40秒 - 6.4分钟,3.5132125
